Compound,Date,Media Source,Negative,Neutral,Positive,Text,Tweet Count
0.4926,Thu Mar 08 17:03:04 +0000 2018,@CBS,0.0,0.868,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,26
-0.2023,Wed Mar 07 18:39:10 +0000 2018,@CBS,0.23,0.619,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",27
0.0,Wed Mar 07 17:06:02 +0000 2018,@CBS,0.0,1.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",28
0.6705,Tue Mar 06 18:10:59 +0000 2018,@CBS,0.0,0.756,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",29
0.3818,Mon Mar 05 22:16:43 +0000 2018,@CBS,0.0,0.833,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",30
0.4404,Sun Mar 04 08:05:26 +0000 2018,@CBS,0.0,0.884,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",31
0.0,Sat Mar 03 20:55:20 +0000 2018,@CBS,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",32
0.7096,Fri Mar 02 22:30:01 +0000 2018,@CBS,0.0,0.753,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",33
0.7096,Fri Mar 02 20:30:01 +0000 2018,@CBS,0.0,0.718,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",34
0.4939,Fri Mar 02 18:45:00 +0000 2018,@CBS,0.0,0.849,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",35
-0.6981,Thu Mar 01 18:59:01 +0000 2018,@CBS,0.21,0.79,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,36
0.4547,Thu Mar 01 18:12:57 +0000 2018,@CBS,0.092,0.749,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",37
0.8591,Thu Mar 01 18:11:50 +0000 2018,@CBS,0.0,0.462,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,38
0.4885,Thu Mar 01 18:10:50 +0000 2018,@CBS,0.151,0.615,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,39
0.5994,Thu Mar 01 14:36:21 +0000 2018,@CBS,0.0,0.822,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",40
0.7717,Thu Mar 01 14:29:20 +0000 2018,@CBS,0.0,0.675,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",41
0.6908,Thu Mar 01 14:15:29 +0000 2018,@CBS,0.0,0.725,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",42
0.0,Thu Mar 01 13:50:11 +0000 2018,@CBS,0.0,1.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",43
0.0,Thu Mar 01 01:04:52 +0000 2018,@CBS,0.0,1.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,44
0.0,Wed Feb 28 19:56:58 +0000 2018,@CBS,0.0,1.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",45
0.4404,Wed Feb 28 19:08:30 +0000 2018,@CBS,0.0,0.884,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",46
0.5562,Tue Feb 27 03:23:47 +0000 2018,@CBS,0.0,0.848,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,47
0.0,Mon Feb 26 22:50:32 +0000 2018,@CBS,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",48
0.0,Mon Feb 26 21:08:30 +0000 2018,@CBS,0.0,1.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",49
0.4482,Mon Feb 26 19:53:41 +0000 2018,@CBS,0.0,0.895,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",50
0.784,Mon Feb 26 18:32:36 +0000 2018,@CBS,0.0,0.734,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,51
0.9359,Mon Feb 26 18:20:16 +0000 2018,@CBS,0.0,0.571,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,52
-0.5423,Mon Feb 26 16:53:56 +0000 2018,@CBS,0.184,0.816,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",53
0.0,Mon Feb 26 16:52:01 +0000 2018,@CBS,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",54
0.0,Mon Feb 26 16:17:55 +0000 2018,@CBS,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",55
0.7644,Mon Feb 26 01:12:32 +0000 2018,@CBS,0.0,0.769,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",56
0.0,Sun Feb 25 21:51:32 +0000 2018,@CBS,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,57
0.0,Sun Feb 25 21:51:22 +0000 2018,@CBS,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",58
0.5093,Fri Feb 23 18:15:40 +0000 2018,@CBS,0.0,0.845,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,59
0.0,Thu Feb 22 19:26:52 +0000 2018,@CBS,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",60
0.0,Wed Feb 21 19:20:04 +0000 2018,@CBS,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,61
0.6808,Wed Feb 21 18:19:25 +0000 2018,@CBS,0.0,0.752,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",62
0.4404,Tue Feb 20 19:55:19 +0000 2018,@CBS,0.0,0.884,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",63
-0.4019,Tue Feb 20 17:58:18 +0000 2018,@CBS,0.119,0.881,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",64
0.3612,Tue Feb 20 17:39:51 +0000 2018,@CBS,0.0,0.872,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,65
0.6124,Sat Feb 17 01:07:20 +0000 2018,@CBS,0.0,0.773,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",66
0.3182,Fri Feb 16 18:42:43 +0000 2018,@CBS,0.0,0.892,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",67
0.68,Fri Feb 16 17:48:20 +0000 2018,@CBS,0.0,0.752,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",68
0.8619,Wed Feb 14 19:23:27 +0000 2018,@CBS,0.0,0.534,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,69
0.0,Tue Feb 13 20:03:56 +0000 2018,@CBS,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",70
0.7506,Tue Feb 13 18:54:52 +0000 2018,@CBS,0.0,0.748,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",71
0.0,Mon Feb 12 18:49:45 +0000 2018,@CBS,0.0,1.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,72
0.0,Mon Feb 12 01:32:33 +0000 2018,@CBS,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,73
0.8478,Fri Feb 09 00:50:01 +0000 2018,@CBS,0.0,0.696,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,74
-0.5859,Thu Feb 08 16:09:35 +0000 2018,@CBS,0.186,0.814,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,75
0.0516,Wed Feb 07 18:35:19 +0000 2018,@CBS,0.0,0.934,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",76
0.5574,Wed Feb 07 16:17:48 +0000 2018,@CBS,0.152,0.536,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",77
0.0,Tue Feb 06 22:21:39 +0000 2018,@CBS,0.0,1.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",78
0.0772,Tue Feb 06 17:05:49 +0000 2018,@CBS,0.106,0.773,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",79
0.0,Sun Feb 04 15:35:36 +0000 2018,@CBS,0.0,1.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",80
0.1531,Sun Feb 04 12:00:01 +0000 2018,@CBS,0.0,0.882,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",81
0.0,Sat Feb 03 23:11:43 +0000 2018,@CBS,0.0,1.0,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,82
0.8268,Sat Feb 03 12:00:07 +0000 2018,@CBS,0.0,0.662,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",83
-0.0772,Fri Feb 02 22:36:13 +0000 2018,@CBS,0.075,0.925,0.0,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,84
0.4019,Fri Feb 02 20:07:40 +0000 2018,@CBS,0.0,0.856,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",85
0.4003,Fri Feb 02 19:03:33 +0000 2018,@CBS,0.0,0.876,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,86
0.6114,Fri Feb 02 17:23:18 +0000 2018,@CBS,0.0,0.834,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,87
0.0,Thu Feb 01 22:04:41 +0000 2018,@CBS,0.0,1.0,0.0,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,88
0.0,Thu Feb 01 20:09:49 +0000 2018,@CBS,0.0,1.0,0.0,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",89
0.1139,Wed Jan 31 21:42:15 +0000 2018,@CBS,0.0,0.912,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",90
0.1007,Wed Jan 31 17:05:47 +0000 2018,@CBS,0.115,0.75,0.135,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,91
0.4588,Wed Jan 31 16:37:17 +0000 2018,@CBS,0.0,0.812,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",92
0.1779,Wed Jan 31 06:55:30 +0000 2018,@CBS,0.095,0.779,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,93
-0.2263,Wed Jan 31 02:15:16 +0000 2018,@CBS,0.252,0.569,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",94
-0.4767,Wed Jan 31 01:58:40 +0000 2018,@CBS,0.256,0.744,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",95
0.4939,Wed Jan 31 01:52:46 +0000 2018,@CBS,0.119,0.625,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",96
0.5093,Wed Jan 31 01:49:43 +0000 2018,@CBS,0.0,0.81,0.19,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",97
0.8261,Wed Jan 31 01:31:27 +0000 2018,@CBS,0.0,0.566,0.434,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,98
0.8309,Wed Jan 31 01:29:10 +0000 2018,@CBS,0.0,0.586,0.414,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,99
0.6588,Wed Jan 31 01:24:16 +0000 2018,@CBS,0.0,0.614,0.386,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,100
-0.7269,Mon Mar 19 23:23:40 +0000 2018,@CNN,0.276,0.724,0.0,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/k32dEHDbfS",1
0.7772,Mon Mar 19 23:21:23 +0000 2018,@CNN,0.0,0.715,0.285,RT @TheLeadCNN: We're celebrating 5 years of #TheLead with @jaketapper! Thank you to all of our viewers for watching! 📺 https://t.co/3NmZOk…,2
0.25,Mon Mar 19 23:20:00 +0000 2018,@CNN,0.0,0.905,0.095,"Trump lawyer Michael Cohen jokes about Stormy Daniels, saying he might take ""an extended vacation on her dime""; A l… https://t.co/pTf3j0iLUk",3
0.0,Mon Mar 19 23:10:06 +0000 2018,@CNN,0.0,1.0,0.0,"With just days before a potential shutdown, negotiations continue on a must-pass spending bill… https://t.co/qmINUShnrI",4
-0.4019,Mon Mar 19 23:07:04 +0000 2018,@CNN,0.184,0.816,0.0,"An anti-abortion, conservative Democrat fights for survival in the Illinois primary https://t.co/IsSkwVA69D https://t.co/3Nv9Gdt00P",5
0.0,Mon Mar 19 23:01:07 +0000 2018,@CNN,0.0,1.0,0.0,What you need to know about Facebook's data debacle https://t.co/ngPqheWSSq https://t.co/G7X2Inay7b,6
0.8176,Mon Mar 19 22:58:04 +0000 2018,@CNN,0.0,0.653,0.347,The Supreme Court just gave Democrats a much better chance of retaking the House in 2018 | Analysis by @CillizzaCNN… https://t.co/ENTEP3LgMq,7
-0.2023,Mon Mar 19 22:53:04 +0000 2018,@CNN,0.17,0.744,0.086,"Republicans are bluntly warning President Trump to lay off his attacks on special counsel Robert Mueller, but there… https://t.co/lBBpwb5d1E",8
0.4019,Mon Mar 19 22:45:47 +0000 2018,@CNN,0.0,0.863,0.137,President Trump's lawyers recently provided the special counsel's office with documents in an attempt to limit the… https://t.co/hvD3zJposE,9
-0.5574,Mon Mar 19 22:43:20 +0000 2018,@CNN,0.153,0.847,0.0,"Senator Warner says it was ""more than a little bit fishy"" that former FBI Deputy Director Andrew McCabe was fired 3… https://t.co/ZD7Fqa0RWu",10
-0.128,Mon Mar 19 22:40:07 +0000 2018,@CNN,0.1,0.776,0.123,RT @CNNSitRoom: Facebook is under intense pressure to answer questions after it admitted that a company linked to President Trump's campaig…,11
-0.0772,Mon Mar 19 22:39:29 +0000 2018,@CNN,0.127,0.759,0.114,Rep. Adam Schiff on Trump attacking special counsel Robert Mueller on Twitter: The President seems to be testing th… https://t.co/fkEcFAG4M8,12
-0.1263,Mon Mar 19 22:35:27 +0000 2018,@CNN,0.109,0.8,0.091,"RT @TheLeadCNN: ""What you have is like the ‘Survivor’ meets ‘The Apprentice’ meets ‘Game of Thrones.’ It is the most insane scenario ... th…",13
0.497,Mon Mar 19 22:34:14 +0000 2018,@CNN,0.0,0.81,0.19,"Sen. Jeanne Shaheen: If President Trump has nothing to hide, then he should be interested in seeing this investigat… https://t.co/CwcznrIfm2",14
0.296,Mon Mar 19 22:32:12 +0000 2018,@CNN,0.138,0.625,0.237,Sen. Jeanne Shaheen: I’ve been disappointed more Republican lawmakers aren’t speaking out to protect special counse… https://t.co/FQIXvLkvWF,15
0.296,Mon Mar 19 22:29:39 +0000 2018,@CNN,0.138,0.625,0.237,Sen. Jeanne Shaheen: I’ve been disappointed more Republican lawmakers aren’t speaking out to protect special counse… https://t.co/4XVMG61Kt0,16
-0.7239,Mon Mar 19 22:27:31 +0000 2018,@CNN,0.275,0.725,0.0,"""[Trump] has been extremely consistent. He hates this investigation,"" and ""he is scared of this investigation."" - T… https://t.co/DzZka7zHAD",17
0.1761,Mon Mar 19 22:18:00 +0000 2018,@CNN,0.128,0.717,0.155,"RT @TheLeadCNN: Austin, Texas authorities say the 4th bomb that went off overnight is the most sophisticated yet https://t.co/uqdA06osou ht…",18
0.4939,Mon Mar 19 22:16:07 +0000 2018,@CNN,0.0,0.849,0.151,"US President Trump has yet to congratulate Russian President Vladimir Putin on his election, and a phone call betwe… https://t.co/WclI7Tljht",19
-0.7769,Mon Mar 19 22:11:33 +0000 2018,@CNN,0.285,0.715,0.0,Uber has removed its self-driving cars from the road after a self-driving Uber SUV struck and killed a pedestrian i… https://t.co/gODSZocjLN,20
-0.7759,Mon Mar 19 22:06:46 +0000 2018,@CNN,0.285,0.715,0.0,"Authorities are speaking in Tempe, Arizona, about the self-driving Uber SUV that struck and killed a woman. Watch o… https://t.co/2WJR68WqSC",21
-0.8316,Mon Mar 19 22:06:04 +0000 2018,@CNN,0.281,0.719,0.0,At least four people have died following head-on crashes in Hyundai and Kia cars in which the airbags did not deplo… https://t.co/NYc6ZPBVDp,22
-0.3182,Mon Mar 19 22:00:05 +0000 2018,@CNN,0.108,0.892,0.0,"The Turpin siblings, allegedly tortured for years by their parents, are out of hospitals but still regularly in tou… https://t.co/KyDF93PMYn",23
0.7684,Mon Mar 19 21:57:24 +0000 2018,@CNN,0.0,0.741,0.259,The Federal Reserve is all but certain to lift interest rates when Jerome Powell leads his first meeting as chairma… https://t.co/HIQRM5w4Bx,24
0.5994,Mon Mar 19 21:56:26 +0000 2018,@CNN,0.0,0.795,0.205,Opponents of abortion will come to the Supreme Court on Tuesday to challenge a California law they say is an uncons… https://t.co/3m0Rs9PvG4,25
-0.6249,Mon Mar 19 21:55:37 +0000 2018,@CNN,0.194,0.806,0.0,Facebook sinks nearly 7% as the user data controversy sparks the company's worst day in four years.… https://t.co/uAmoZ6NeSv,26
0.8204,Mon Mar 19 21:21:45 +0000 2018,@CNN,0.0,0.665,0.335,"Lin-Manuel Miranda and Ben Platt, two of Broadway's most popular voices, join forces for a song to benefit March Fo… https://t.co/Elnp81GDIl",27
-0.8442,Mon Mar 19 21:14:02 +0000 2018,@CNN,0.336,0.664,0.0,"""We can't execute our way out of this epidemic"": President Trump's proposal to impose the death penalty on drug tra… https://t.co/ZfqIlAFlN4",28
0.0772,Mon Mar 19 21:08:33 +0000 2018,@CNN,0.0,0.936,0.064,Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o… https://t.co/rgTyLZc5Y4,29
0.34,Mon Mar 19 20:58:07 +0000 2018,@CNN,0.0,0.882,0.118,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/28hLoRGydA",30
0.6369,Mon Mar 19 20:52:04 +0000 2018,@CNN,0.0,0.729,0.271,1 sentence that explains the wacky and super dysfunctional world of Donald Trump | Analysis by @CillizzaCNN… https://t.co/IzXZIlCluO,31
0.4215,Mon Mar 19 20:41:26 +0000 2018,@CNN,0.0,0.865,0.135,A member of Congress has extended an opportunity for former FBI deputy director Andrew McCabe to continue working i… https://t.co/lab9t9ApWC,32
-0.4404,Mon Mar 19 20:33:04 +0000 2018,@CNN,0.139,0.861,0.0,Democratic Rep. Tom Suozzi is facing criticism after comments he made last week were interpreted as a suggestion of… https://t.co/xLoJTQaweT,33
-0.6249,Mon Mar 19 20:30:51 +0000 2018,@CNN,0.215,0.785,0.0,The Dow drops 336 points as Facebook has its worst day in four years https://t.co/tritlMlisj https://t.co/UWnMhHktFw,34
-0.4404,Mon Mar 19 20:23:21 +0000 2018,@CNN,0.132,0.868,0.0,"Time's Up, the female-led organization formed in the aftermath of the Harvey Weinstein scandal, has called for an i… https://t.co/2NoqT04pRF",35
-0.6369,Mon Mar 19 20:19:18 +0000 2018,@CNN,0.215,0.785,0.0,"Lena Dunham talks about the ""ups and downs"" of life after having a hysterectomy due to her painful struggle with en… https://t.co/LaQ1Rjgypz",36
0.0,Mon Mar 19 20:11:31 +0000 2018,@CNN,0.0,1.0,0.0,"Representatives of North Korea, South Korea and the US are set to meet in Finland https://t.co/Z7nMAv39iR https://t.co/LtP275u89K",37
0.0,Mon Mar 19 20:09:49 +0000 2018,@CNN,0.0,1.0,0.0,"RT @CNNnewsroom: ""Donald Trump's tweets contain multitudes and usually multitudes of things that aren't accurate"" - CNN's Chris Cillizza re…",38
-0.296,Mon Mar 19 20:00:49 +0000 2018,@CNN,0.238,0.615,0.148,The Supreme Court has denied a request from Pennsylvania Republicans to block new congressional maps that could til… https://t.co/BsCfRZSkY7,39
0.296,Mon Mar 19 19:54:57 +0000 2018,@CNN,0.0,0.833,0.167,Sweden helping negotiate release of Americans held in North Korea https://t.co/TlH5k0D4gN https://t.co/GRlNWV23Rw,40
0.0,Mon Mar 19 19:43:32 +0000 2018,@CNN,0.0,1.0,0.0,"President Donald Trump announced that his administration will push a ""large-scale"" ad campaign aimed at combating t… https://t.co/jzMkmjU6MA",41
0.2732,Mon Mar 19 19:33:04 +0000 2018,@CNN,0.0,0.905,0.095,Cambridge Analytica has agreed to a digital forensic audit of its servers and systems in an attempt to show that it… https://t.co/RvHxunH1b8,42
0.0,Mon Mar 19 19:25:57 +0000 2018,@CNN,0.0,1.0,0.0,"It's official: ""Sex and the City"" star Cynthia Nixon has announced that she is officially throwing her hat in the N… https://t.co/q9yji208A1",43
-0.0516,Mon Mar 19 19:23:29 +0000 2018,@CNN,0.116,0.776,0.108,Passengers within two seats or one row of someone with a respiratory illness have an 80% or greater possibility of… https://t.co/DRFyRwJ3xV,44
