Compound,Date,Media Source,Negative,Neutral,Positive,Text,Tweet Count
-0.3818,Mon Mar 19 19:21:34 +0000 2018,@CNN,0.136,0.808,0.056,"Pres. Trump: ""We're also taking action to prevent addiction by addressing the problem of over-prescribing, and our… https://t.co/fteSO5nggE",45
0.0,Mon Mar 19 19:15:59 +0000 2018,@CNN,0.0,1.0,0.0,Companies use fingerprints and digital behavior to ID employees https://t.co/GBgYHvVE9B https://t.co/bI7BQTIlvt,46
0.0,Mon Mar 19 19:05:19 +0000 2018,@CNN,0.0,1.0,0.0,"RT @CNNPolitics: Trump announces an anti-opioid commercial campaign directed at children: “It’s the least expensive thing we can do, where…",47
-0.1513,Mon Mar 19 19:04:42 +0000 2018,@CNN,0.163,0.707,0.13,"Expect more trouble from Putin after the election, says CNN's National Security Analyst | @CNNOpinion… https://t.co/2GQ3lphWNX",48
-0.4404,Mon Mar 19 19:03:19 +0000 2018,@CNN,0.127,0.873,0.0,"President Trump: ""I'm repeating my call on Congress to block funds for sanctuary cities and to close the deadly loo… https://t.co/sRwiXeqrBU",49
0.4019,Mon Mar 19 18:59:51 +0000 2018,@CNN,0.0,0.881,0.119,"President Trump: The Southern US border must be secured; ""The second part of our initiative is to reduce the supply… https://t.co/dMoENUJP5U",50
0.1791,Mon Mar 19 18:52:41 +0000 2018,@CNN,0.0,0.881,0.119,"President Trump: ""We can have all the blue-ribbon committees we want, but if we don't get tough on the drug dealers… https://t.co/wry6l9yIi9",51
0.0,Mon Mar 19 18:50:06 +0000 2018,@CNN,0.0,1.0,0.0,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/UAUsJaRrtM,52
0.0,Mon Mar 19 18:40:49 +0000 2018,@CNN,0.0,1.0,0.0,"President Trump speaks at a New Hampshire event. https://t.co/MEQA7aPK8y

Watch CNN: https://t.co/UYpqI3w42L 

Watc… https://t.co/LeVAA7Xsd5",53
0.1027,Mon Mar 19 18:40:04 +0000 2018,@CNN,0.1,0.783,0.117,Miami Heat star @DwyaneWade on his efforts to support Florida school shooting victims and survivors: “I do more tha… https://t.co/WwH4iyXH7L,54
0.25,Mon Mar 19 18:35:08 +0000 2018,@CNN,0.0,0.889,0.111,President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre… https://t.co/b5Y2IsH4LH,55
-0.6249,Mon Mar 19 18:34:44 +0000 2018,@CNN,0.177,0.823,0.0,President Trump and Melania Trump are making remarks in New Hampshire on combatting the opioid crisis. Watch on Fac… https://t.co/A4oFKR403E,56
0.0,Mon Mar 19 18:30:04 +0000 2018,@CNN,0.0,1.0,0.0,What you need to know about Facebook's data debacle https://t.co/6qgcwcQMNO https://t.co/JiIf44mBHU,57
0.2263,Mon Mar 19 18:20:05 +0000 2018,@CNN,0.0,0.905,0.095,"Mark Zuckerberg's net worth dropped $5 billion following news that data firm Cambridge Analytica, which had ties to… https://t.co/9AD7ms4uAi",58
0.4019,Mon Mar 19 18:10:04 +0000 2018,@CNN,0.0,0.837,0.163,President Trump will hire an attorney to join his personal legal team who has alleged the President is being framed… https://t.co/HVrnkUFv20,59
0.3612,Mon Mar 19 18:00:11 +0000 2018,@CNN,0.056,0.823,0.121,Two things can -- and likely are -- true about the possibility of President Trump facing a serious primary in 2020.… https://t.co/jKMflOlz70,60
-0.8126,Mon Mar 19 17:50:27 +0000 2018,@CNN,0.33,0.67,0.0,"""President Trump is acting guilty as hell going after Mueller,"" says Democratic Sen. Chris Van Hollen… https://t.co/tTx9TcCVAI",61
-0.7769,Mon Mar 19 17:43:44 +0000 2018,@CNN,0.274,0.726,0.0,JUST IN: Uber has removed its self-driving cars from the road after a self-driving Uber SUV struck and killed a ped… https://t.co/RMoFwN2CC9,62
-0.765,Mon Mar 19 17:40:33 +0000 2018,@CNN,0.423,0.577,0.0,SXSW bomb threat forces cancellation of The Roots concert https://t.co/kCbOVNUTIP https://t.co/od0545Ux4H,63
0.0,Mon Mar 19 17:30:05 +0000 2018,@CNN,0.0,1.0,0.0,"Fred Meyer stores will phase out all sales of guns and ammunition, according to its parent company, Kroger… https://t.co/r10zEcALBk",64
-0.5574,Mon Mar 19 17:20:41 +0000 2018,@CNN,0.184,0.816,0.0,"A massive bushfire has engulfed a small town in southeastern Australia, destroying more than 100 buildings and forc… https://t.co/uDbVlgR2eP",65
0.0,Mon Mar 19 17:10:07 +0000 2018,@CNN,0.0,1.0,0.0,The data scientist who gathered info on millions of Facebook users for a firm tied to Trump's campaign says he'd be… https://t.co/s1PD8fpOMA,66
0.4019,Mon Mar 19 17:00:09 +0000 2018,@CNN,0.0,0.87,0.13,Special counsel Robert Mueller has provided lawyers for President Trump a list of questions as part of ongoing nego… https://t.co/rYDHFMp47A,67
0.0,Mon Mar 19 16:50:07 +0000 2018,@CNN,0.0,1.0,0.0,A real estate investment startup co-founded by Jared Kushner skirted New York City laws and earned his company more… https://t.co/uPe1LLXUlR,68
-0.7906,Mon Mar 19 16:40:07 +0000 2018,@CNN,0.292,0.708,0.0,A 9-year-old boy shot and killed his 13-year-old sister after they got into an argument over a video game controlle… https://t.co/M9RVwVatyC,69
-0.683,Mon Mar 19 16:38:29 +0000 2018,@CNN,0.292,0.584,0.123,"RT @CNNweather: The severe storm risk has been UPGRADED to MODERATE meaning significant tornadoes, very large hail, and damaging winds are…",70
-0.5574,Mon Mar 19 16:30:23 +0000 2018,@CNN,0.194,0.806,0.0,"A Cirque du Soleil performer died Saturday night after he fell during a performance in Tampa, Florida… https://t.co/0nYTl5bCzn",71
0.4404,Mon Mar 19 16:22:46 +0000 2018,@CNN,0.0,0.854,0.146,"Every job is safe in the White House — until it's not, writes Alice Stewart for @CNNOpinion https://t.co/hNeFFq6UZT https://t.co/Nwfe8JYnUy",72
-0.1689,Mon Mar 19 16:11:14 +0000 2018,@CNN,0.094,0.906,0.0,"In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/eJgOJtrM3c https://t.co/8bKq0lDY04",73
0.25,Mon Mar 19 16:00:30 +0000 2018,@CNN,0.212,0.481,0.308,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/867SmwNNsE https://t.co/poyiJf663n,74
0.0,Mon Mar 19 15:50:09 +0000 2018,@CNN,0.0,1.0,0.0,"""I do more than dribble"": Miami Heat star Dwyane Wade defends his activism in the wake of the Florida school shooti… https://t.co/t92E3SLVOR",75
-0.7269,Mon Mar 19 15:40:12 +0000 2018,@CNN,0.276,0.724,0.0,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/SB81VqUcwE",76
0.4215,Mon Mar 19 15:30:06 +0000 2018,@CNN,0.098,0.732,0.171,President Trump may not be able to fire Robert Mueller. So he's doing the next best thing. | Analysis by… https://t.co/D51NhkBqPk,77
0.4019,Mon Mar 19 15:18:36 +0000 2018,@CNN,0.0,0.881,0.119,Austin Police Chief Brian Manley: “We are clearly dealing with what we expect to be a serial bomber at this point”… https://t.co/RcMekTIQzv,78
0.7845,Mon Mar 19 15:16:28 +0000 2018,@CNN,0.0,0.67,0.33,"Former FBI Director James Comey's book is already a best seller, with President Trump's help https://t.co/XwDviZepni https://t.co/RLRPj3sPoP",79
0.0,Mon Mar 19 15:14:31 +0000 2018,@CNN,0.0,1.0,0.0,"Police chief: There are ""similarities"" in all four bombs that have exploded in Austin since March 2 https://t.co/cCAhHjRSqP",80
0.0,Mon Mar 19 15:04:53 +0000 2018,@CNN,0.0,1.0,0.0,"Officials in Austin, Texas are holding a briefing after 4 bombings in less than 3 weeks: https://t.co/UYpqI3w42L … https://t.co/LsjH8I0Nit",81
0.0,Mon Mar 19 15:02:05 +0000 2018,@CNN,0.0,1.0,0.0,Walmart is partnering up with Handy to offer TV mounting and furniture assembly https://t.co/MqCVMg5463 https://t.co/UcNUCPGfxD,82
0.0,Mon Mar 19 14:50:06 +0000 2018,@CNN,0.0,1.0,0.0,"Four bombings in less than 3 weeks have left Austin, Texas, on edge https://t.co/rJrmIQsYy5

Police are planning to… https://t.co/GjVmxg8xhl",83
0.1007,Mon Mar 19 14:47:11 +0000 2018,@CNN,0.102,0.781,0.117,"RT @CNNweather: Snow on the first day of Spring?! Yes, another nor'easter is possible beginning Tuesday. Severe storms will also impact the…",84
0.0,Mon Mar 19 14:40:07 +0000 2018,@CNN,0.0,1.0,0.0,This single mother and her four children were living out of their car. Then a cop decided he had to do something.… https://t.co/Xo0DC5KTki,85
0.3182,Mon Mar 19 14:30:08 +0000 2018,@CNN,0.0,0.874,0.126,"A Washington, DC, council member apologized after receiving backlash for comments he made in a video implying Washi… https://t.co/W3g5D0Wv5C",86
0.0,Mon Mar 19 14:20:09 +0000 2018,@CNN,0.0,1.0,0.0,A helicopter carrying Ivanka Trump and Jared Kushner had to return to an airport in Washington on Thursday after on… https://t.co/C9HeASieJm,87
0.0,Mon Mar 19 14:10:09 +0000 2018,@CNN,0.0,1.0,0.0,"Ex-data firm worker: We got ""into the hearts and minds of American voters in a way that had never been done before""… https://t.co/Fx9er9wYfB",88
0.0,Mon Mar 19 14:00:03 +0000 2018,@CNN,0.0,1.0,0.0,"The election that handed victory to Russia's Vladimir Putin was ""overly controlled"" and ""lacked genuine competition… https://t.co/w2NMEeTg4n",89
-0.5622,Mon Mar 19 13:50:09 +0000 2018,@CNN,0.301,0.571,0.128,"President Trump tweets ""WITCH HUNT,"" continuing his attack on special counsel Robert Mueller https://t.co/ySrPpGkkdN https://t.co/3u5XhBPlOf",90
-0.4019,Mon Mar 19 13:40:03 +0000 2018,@CNN,0.109,0.891,0.0,"Last night, an explosion injured two men in Austin, Texas. It's the fourth in the city this month. Here's what we k… https://t.co/6RHgxPUvis",91
-0.5574,Mon Mar 19 13:37:44 +0000 2018,@CNN,0.167,0.833,0.0,Police have identified the six people who died when a pedestrian bridge crumbled on Thursday west of downtown Miami… https://t.co/B0Zu0r0eji,92
0.0,Mon Mar 19 13:30:04 +0000 2018,@CNN,0.0,1.0,0.0,A low-pressure system moving across the Southeast today is expected to develop into yet another nor'easter beginnin… https://t.co/qChoiQGHRs,93
0.0,Mon Mar 19 13:20:03 +0000 2018,@CNN,0.0,1.0,0.0,"On this day in 1918, Congress passed the Standard Time Act that established time zones and daylight saving time. Bu… https://t.co/IEvJDeNcpO",94
-0.3412,Mon Mar 19 13:12:05 +0000 2018,@CNN,0.082,0.918,0.0,"RT @NewDay: ""How can we move on -- as adults, as parents -- when we know our kids are not safe at school?"" Miami Heat star @DwyaneWade asks…",95
0.25,Mon Mar 19 13:10:09 +0000 2018,@CNN,0.212,0.481,0.308,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/lDJaYv3qLs https://t.co/qRY4IADVB6,96
0.0,Mon Mar 19 13:10:00 +0000 2018,@CNN,0.0,1.0,0.0,"Former Trump campaign adviser Michael Caputo says President Trump sitting down with Robert Mueller would be a ""situ… https://t.co/oFZUyzSiJt",97
0.1027,Mon Mar 19 13:05:12 +0000 2018,@CNN,0.1,0.783,0.117,Miami Heat star @DwyaneWade on his efforts to support Florida school shooting victims and survivors: “I do more tha… https://t.co/IRUNOQh5MC,98
0.296,Mon Mar 19 13:00:14 +0000 2018,@CNN,0.0,0.896,0.104,CIA Director Mike Pompeo will meet with outgoing Secretary of State Rex Tillerson at the State Department on Monday… https://t.co/HBzzKtG44H,99
-0.3818,Mon Mar 19 12:50:07 +0000 2018,@CNN,0.106,0.894,0.0,Patients who visit emergency rooms are getting hit with sky-high bills. Spending on an ER visit in the US rose to $… https://t.co/k0bv2PWwj6,100
0.0,Mon Mar 19 22:55:26 +0000 2018,@Fox,0.0,1.0,0.0,"RT @cssconfau: Guess what?

Even if you aren’t here, you can watch all the talks LIVE! 😱

Tune into the live stream here. #cssconfau18 

ht…",1
0.9178,Mon Mar 19 10:25:22 +0000 2018,@Fox,0.0,0.456,0.544,"@amyngyn hahaha. I actually never been, but I’ve heard the bar is great. :)",2
0.0,Mon Mar 19 06:54:56 +0000 2018,@Fox,0.0,1.0,0.0,@amyngyn Loui Bar?,3
0.8172,Mon Mar 19 00:57:53 +0000 2018,@Fox,0.0,0.706,0.294,RT @LJKenward: Hey friends! 👋 Who's hiring Junior Devs at the moment? I have some awesome people from the @juniordev_io Community currently…,4
0.481,Mon Mar 19 00:08:00 +0000 2018,@Fox,0.079,0.752,0.168,Don’t forget about the Community Social today! EVERYONE IS WELCOME (even if you don’t hold a CSSConf or JSConf tick… https://t.co/6c79TcKFCi,5
0.0,Sun Mar 18 23:11:31 +0000 2018,@Fox,0.118,0.725,0.156,Toxic tech industry creates a fake vision of what each of us (especially minorities) have to be and achieve to be ”… https://t.co/yfXZ5nxCJ7,6
0.6705,Sun Mar 18 21:53:04 +0000 2018,@Fox,0.0,0.776,0.224,"@amyngyn I never introduce myself. The focus is on content, not myself. Also I don’t feel like I need to justify my cred. :)",7
0.3818,Sun Mar 18 03:17:02 +0000 2018,@Fox,0.0,0.698,0.302,Today I got kissed by a dingo. 💁🏻‍♀️ https://t.co/FDQsVw2anl,8
0.7569,Sat Mar 17 21:10:23 +0000 2018,@Fox,0.0,0.481,0.519,"@Sareh88 Thank you, Sareh! That’s very kind. ❤️",9
0.7096,Sat Mar 17 08:20:32 +0000 2018,@Fox,0.0,0.742,0.258,@meelijane https://t.co/Y5wM3nCdsH in Northcote. I’ve tested many and this one is orders of magnitude better than everywhere else. :),10
0.765,Sat Mar 17 07:02:55 +0000 2018,@Fox,0.0,0.761,0.239,One of many reasons why I love my yoga studio so much is how meditative the practice is and how all the instructors… https://t.co/VXfSqdo6bk,11
-0.34,Sat Mar 17 06:59:15 +0000 2018,@Fox,0.345,0.473,0.182,"@IvanaMcConnell I can only help ruin your bank account further, sorry. 😂",12
0.1646,Sat Mar 17 06:58:49 +0000 2018,@Fox,0.134,0.711,0.156,"RT @slamup: people love to say

     no child is born 
     with hate in their heart

which is all very
romantic

but from the moment
a bla…",13
0.4588,Sat Mar 17 04:44:27 +0000 2018,@Fox,0.0,0.769,0.231,"@evanderkoogh Nope, we are at full capacity of the venue. :)",14
0.6114,Sat Mar 17 04:43:03 +0000 2018,@Fox,0.0,0.84,0.16,"RT @cssconfau: Come and celebrate with us at pre CSSConf and JSConf AU community social!

📅 Monday, March 19, 6pm onwards
📍Stomping Ground…",15
0.5106,Sat Mar 17 03:16:57 +0000 2018,@Fox,0.152,0.381,0.467,"@noahmp Heh, dang :) worth asking nonetheless.",16
0.0,Sat Mar 17 03:10:32 +0000 2018,@Fox,0.0,1.0,0.0,@noahmp 👋🏻 is this a SF-based role?,17
0.2263,Fri Mar 16 23:36:37 +0000 2018,@Fox,0.0,0.913,0.087,RT @mbrockenbrough: Here's a point worth making every so often. The patriarchy isn't men. It's a system that prefers them. Wanting to disma…,18
0.4199,Fri Mar 16 23:36:24 +0000 2018,@Fox,0.0,0.782,0.218,@madalynrose Thank you so much ☺️ looking forward to meeting you! 🌺,19
0.7835,Fri Mar 16 23:27:46 +0000 2018,@Fox,0.0,0.537,0.463,"@andymcmillan Thanks, Andy! You are an inspiration for me too! 💙",20
0.7345,Fri Mar 16 23:27:14 +0000 2018,@Fox,0.0,0.64,0.36,@evanderkoogh Hey Erwin! Thanks so much. We can chat during the events. :),21
-0.3597,Fri Mar 16 23:11:30 +0000 2018,@Fox,0.14,0.782,0.078,I don’t know what or who I’m most disappointed with to allow community work put my career in the background (again)… https://t.co/khOCa8rLHV,22
0.0,Fri Mar 16 23:09:07 +0000 2018,@Fox,0.0,1.0,0.0,This time was supposed to be split between the conference and product work that would set me up for looking for a j… https://t.co/mOoFPPnV5w,23
0.0,Fri Mar 16 23:07:25 +0000 2018,@Fox,0.0,1.0,0.0,"Over the last 6+ months, I’ve sacrificed all the time I had to run CSSConf and JSConf AU. I’ve set the highest stan… https://t.co/QRvns2lJs8",24
-0.818,Fri Mar 16 23:00:59 +0000 2018,@Fox,0.321,0.679,0.0,"RT @katebevan: LAYDEEZ!!!! Worried that VPNs are too hard for your fluffy ladybrain??? Never fear, a fuckwitted BroCo called @keepsafe is h…",25
0.4199,Fri Mar 16 22:40:18 +0000 2018,@Fox,0.0,0.417,0.583,@sarah_edo thank you! 😳,26
0.5719,Fri Mar 16 20:34:54 +0000 2018,@Fox,0.0,0.829,0.171,I can’t wait to come back to lovey Portland and see what wonderful thing @andymcmillan and @waxpancake are preparin… https://t.co/3rfz3ShOEU,27
0.2942,Fri Mar 16 04:01:44 +0000 2018,@Fox,0.17,0.532,0.297,@jennwrites thank you! I miss you too 😭❤️,28
0.0,Fri Mar 16 01:52:07 +0000 2018,@Fox,0.0,1.0,0.0,"To the young woman wearing a “the future is female” tee:

The
Future
Is
Intersectional",29
0.7003,Fri Mar 16 01:33:25 +0000 2018,@Fox,0.0,0.734,0.266,"Cannot agree with this more. I constantly get asked for free diversity, inclusion, community or general workplace a… https://t.co/M9hOz6A980",30
0.0,Fri Mar 16 00:36:14 +0000 2018,@Fox,0.0,1.0,0.0,"@pat @coryannj @kckal Oh, I have not seen it. Will register. 👍🏻",31
0.0,Thu Mar 15 23:44:49 +0000 2018,@Fox,0.0,1.0,0.0,Four days to go. https://t.co/RYxiCmMEFp,32
0.0,Thu Mar 15 22:04:46 +0000 2018,@Fox,0.0,1.0,0.0,"Ellen already had a lasting impact on diversity and inclusion spanning beyond the tech industry. 

I can’t wait to… https://t.co/1QFSP6DHyQ",33
0.4574,Thu Mar 15 22:03:16 +0000 2018,@Fox,0.0,0.824,0.176,@jordwalsh 👋🏻 interesting! Would you be able to email me more details? hi at https://t.co/vah0lKcYeo. 📬,34
0.0,Thu Mar 15 21:51:34 +0000 2018,@Fox,0.0,1.0,0.0,My last two weeks were spent in email. Conference organiser life. https://t.co/h5hlszzyjv,35
0.0,Thu Mar 15 02:58:59 +0000 2018,@Fox,0.0,1.0,0.0,This video with Jeff Goldblum is everything. https://t.co/vo5HSwuOUP,36
-0.6369,Thu Mar 15 00:17:24 +0000 2018,@Fox,0.333,0.568,0.098,"Accepting talk proposals for conferences on a rolling basis: no no no no.

First come first serve doesn’t work for inclusion.",37
0.0,Thu Mar 15 00:05:26 +0000 2018,@Fox,0.0,1.0,0.0,"If you are in Melbourne on Monday, March 19, we’re opening @cssconfau, @jsconfau and @decompressau with a Community… https://t.co/OyPVisZXYn",38
-0.8625,Wed Mar 14 22:35:40 +0000 2018,@Fox,0.683,0.317,0.0,Australia is racist as hell. https://t.co/EIRFzejhsi,39
0.0,Wed Mar 14 22:08:53 +0000 2018,@Fox,0.0,1.0,0.0,"RT @sarahmei: 📢 PSA: when you're building a diverse team, you're looking for culture _add_, not culture _fit_. Hire people who bring a pers…",40
0.6976,Wed Mar 14 21:32:48 +0000 2018,@Fox,0.0,0.747,0.253,RT @piamancini: ok I need help. I really really want to hire a kickass developer who also happens to be a woman (backend pref.) What are th…,41
0.3802,Wed Mar 14 21:32:37 +0000 2018,@Fox,0.107,0.67,0.223,"@piamancini Hey Pia! Thanks for reaching out 👋🏻 Unfortunately, software engineering isn’t my background; I’m a FE d… https://t.co/1IEwNKyc9q",42
-0.296,Wed Mar 14 09:43:21 +0000 2018,@Fox,0.104,0.896,0.0,"RT @EricaJoy: 📢 PSA: There are no ""diverse"" applicants
People aren't diverse, teams are
You're not hiring a diverse person, you're building…",43
0.4215,Wed Mar 14 00:14:03 +0000 2018,@Fox,0.0,0.896,0.104,"RT @SashaLaundy: What I keep telling myself this week: 
👉🏻 In work, a new thing I don't know how to do means progress. 
👉🏻 In the gym, a ha…",44
-0.2263,Tue Mar 13 21:56:19 +0000 2018,@Fox,0.113,0.821,0.067,"No underrepresented groups want to thrive and partake in exclusionary platform StackOverflow is.

Tweet your hot ta… https://t.co/xfKjCfUtwJ",45
-0.4404,Tue Mar 13 21:53:43 +0000 2018,@Fox,0.492,0.508,0.0,@erikalleigh I just block them. 😎,46
0.5509,Tue Mar 13 21:47:56 +0000 2018,@Fox,0.152,0.581,0.266,"@jaffathecake Jake, I really admire your ability to try to have a serious conversation with inclusion deniers and mansplainers. 😂",47
0.0,Tue Mar 13 21:40:02 +0000 2018,@Fox,0.0,1.0,0.0,@modernserf and thongs! I cannot grasp the diversity,48
0.0,Tue Mar 13 21:38:42 +0000 2018,@Fox,0.0,1.0,0.0,"@heydonworks Ohhh, this tweet so gold",49
0.0,Tue Mar 13 11:32:51 +0000 2018,@Fox,0.0,1.0,0.0,RT @vaurorapub: For women in tech who need a break from talking about women in tech sometimes: here are some of the ways I get out of doing…,50
0.0,Tue Mar 13 08:57:37 +0000 2018,@Fox,0.0,1.0,0.0,Do I know anyone working at @zapier?,51
0.8271,Tue Mar 13 08:39:15 +0000 2018,@Fox,0.089,0.543,0.367,"Thank heavens for my career hotline with a few great women in tech.

Sadly, we all share the same thoughts about th… https://t.co/KTzemdT7OG",52
0.4939,Tue Mar 13 07:56:31 +0000 2018,@Fox,0.0,0.61,0.39,I must say I’m pretty speechless. https://t.co/s4lvmWyE23,53
-0.7906,Tue Mar 13 05:51:06 +0000 2018,@Fox,0.438,0.562,0.0,"The tech industry, saving humanity from disease, poverty and injustice. https://t.co/wkmxj8c4Wy",54
0.0,Tue Mar 13 05:31:56 +0000 2018,@Fox,0.0,1.0,0.0,I’m running a 4-day conference next week aka I have been listening to bird sounds on @noisli for the last eight hours.,55
0.0,Tue Mar 13 05:27:16 +0000 2018,@Fox,0.0,1.0,0.0,"PREACH @adblanche! 

White women have a lot of homework to do. 

https://t.co/PWeBC6MsXG",56
0.7003,Tue Mar 13 04:05:17 +0000 2018,@Fox,0.078,0.674,0.248,"@brianleroux Brian, we both know that best talent lives in SF and NYC. there is no tech outside of those two regions.",57
0.5106,Tue Mar 13 02:01:01 +0000 2018,@Fox,0.17,0.567,0.263,@coryannj I love how the tech industry is cocky enough to believe they’re the solution to all humanity problems,58
-0.1027,Tue Mar 13 01:55:02 +0000 2018,@Fox,0.072,0.928,0.0,"”Willing to relocate to San Francisco”. 

We can’t have inclusive technology if jobs are constrained to cities whic… https://t.co/NCFLDermIF",59
0.4019,Tue Mar 13 00:14:42 +0000 2018,@Fox,0.0,0.87,0.13,👋🏻 I have a bit of availability for diversity and inclusion consulting during April and May. I can help run inclusi… https://t.co/t4sbNrXUDV,60
-0.34,Mon Mar 12 08:45:39 +0000 2018,@Fox,0.2,0.688,0.113,RT @pangopup: 'Why sexism over how women look harms their leadership chances' https://t.co/v1YyNfpz3Z,61
0.0,Mon Mar 12 06:59:39 +0000 2018,@Fox,0.0,1.0,0.0,"RT @WBJenna: Have you heard about the @PineappleMedia Fellowship for Underrepresented Voices in Podcasting?

-A full-time, producer-in-resi…",62
0.4939,Mon Mar 12 05:17:18 +0000 2018,@Fox,0.0,0.868,0.132,@coryannj Have you read Lean Out? Pretty much sums up most of my concerns with the approach. So flawed. I have a co… https://t.co/fpihGPPNkb,63
0.5574,Mon Mar 12 05:01:46 +0000 2018,@Fox,0.0,0.635,0.365,"To be honest, all I want is a @sailorhg clothing line. https://t.co/iobZVLnosX",64
0.0772,Sun Mar 11 23:45:08 +0000 2018,@Fox,0.0,0.936,0.064,"RT @incantatricks: Society expects women to be everything and want nothing.

We have to be masters at self-improvement, conversation, emoti…",65
-0.296,Sun Mar 11 23:10:30 +0000 2018,@Fox,0.136,0.864,0.0,"RT @ChloeCondon: Hey ladies, come work in tech. We have no bathroom lines 🚽💁🏼‍♀️ https://t.co/01stO97NKd",66
0.6996,Sun Mar 11 06:15:00 +0000 2018,@Fox,0.0,0.509,0.491,"Friends: excited for the long weekend!
Me: https://t.co/vPjwIGbbM4",67
0.0,Sat Mar 10 08:34:51 +0000 2018,@Fox,0.0,1.0,0.0,RT @lrnrd: THIS THREAD 🍿🔥🙏🏻👏💯 https://t.co/vhfH4ETTC0,68
-0.2957,Sat Mar 10 06:41:48 +0000 2018,@Fox,0.177,0.725,0.098,"RT @ChloeCondon: Booth recruiter 🧔: ...and we really value diversity!

Me 👧🏼: Do you have any women's sized shirts?

🧔: Unfortunately no, t…",69
0.5859,Fri Mar 09 06:19:04 +0000 2018,@Fox,0.0,0.568,0.432,Amazing hosts for upcoming @CSSconfeu 💖 https://t.co/pmtGtflroP,70
-0.25,Fri Mar 09 06:01:38 +0000 2018,@Fox,0.095,0.905,0.0,Still wondering what companies that have less than 10% women (let alone POC) across the entire organisation (not on… https://t.co/yIyuV9WkMS,71
0.0,Fri Mar 09 02:43:33 +0000 2018,@Fox,0.0,1.0,0.0,"Women’s Day isn’t an arbitrary date. 

It should be an ongoing celebration, empowerment and inclusion of all women… https://t.co/5EJ63WQXL6",72
0.4019,Fri Mar 09 02:39:36 +0000 2018,@Fox,0.0,0.891,0.109,"RT @butwhoiskat: I’ll be speaking (for the first time) next Thursday, at WDYK, on the ethics of design.

Wanna come support me?

https://t.…",73
-0.6336,Fri Mar 09 02:25:31 +0000 2018,@Fox,0.508,0.492,0.0,"@Double_Days Hey! Unfortunately, that’s not me :)",74
0.0,Fri Mar 09 01:16:08 +0000 2018,@Fox,0.0,1.0,0.0,RT @void_daddy_: the future isnt female. the future is nonbinary it's genderfluid it's queer and it's trans it's natives rising up against…,75
0.6771,Fri Mar 09 01:15:52 +0000 2018,@Fox,0.0,0.764,0.236,"RT @soniagupta504: I'm starting to really understand the importance of psychological safety on developer teams. 

With it, you have a team…",76
